sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,proveedor_contacto,proveedor_telefono,id_articulo_original,calcula_id_original,numero_control_excel,precio_compra_con_iva,iva_compra,porcentaje_a_ganar,utilidad_excel,es_compra_interna,openpay_comision,openpay_iva,comision_tienda_nube,total_comisiones,descuento_pago_transferencia_pct,iva_venta_desglosar,precio_venta_sin_iva,ganancia_real_excel
LGVTM359,CRUZ ELEGANZA ESPECIAL PLATA,431,234.48,ARTESANIAS,LGVTM359,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,20.5,13.5,MARIA ESTHER NAVA,33 2184 5609,CEEP,,0866,272,37.52,50,136,,10.39,1.66,11,23.05,5.2,59.46,372,316
LGVTM360,CRUZ JESUS MADERA RESACADA,408,221.55,ARTESANIAS,LGVTM360,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,37.7,29,MARIA ESTHER NAVA,33 2184 5609,CJ,,0867,257,35.45,50,128.5,,9.95,1.59,10.54,22.09,4.99,56.22,351,296
LGVTM361,CRUZ DE JESUS RESACADA EN CHOCOLATE,411,223.28,ARTESANIAS,LGVTM361,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,37.7,29,MARIA ESTHER NAVA,33 2184 5609,CJ-CH,,0868,259,35.72,50,129.5,,10.01,1.6,10.6,22.22,5.02,56.65,354,299
LGVTM362,CRISTO REY INCRUSTACION EN MAD. CHOCOLAT,353,191.38,ARTESANIAS,LGVTM362,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,35,19,MARIA ESTHER NAVA,33 2184 5609,CRI-CH,,0869,222,30.62,50,111,,8.94,1.43,9.47,19.84,4.48,48.67,304,249
LGVTM363,CRISTO REY INCRUSTACION EN MADERA,326,176.72,ARTESANIAS,LGVTM363,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,35,19,MARIA ESTHER NAVA,33 2184 5609,CRI,,0870,205,28.28,50,102.5,,8.45,1.35,8.95,18.74,4.23,45,281,226
LGVTM364,CRUZ SANTICIMA TRINIDAD  CON MADERA,198,106.03,ARTESANIAS,LGVTM364,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,18.3,14,MARIA ESTHER NAVA,33 2184 5609,2PHE,,0871,123,16.97,50,61.5,,6.07,0.97,6.43,13.47,3.04,27.31,171,115
LGVTM365,CRUZ GRABADA ORNAMENTAL MOD. 1,630,343.97,ARTESANIAS,LGVTM365,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,24,MARIA ESTHER NAVA,33 2184 5609,CG1,,0872,399,55.03,50,199.5,,14.07,2.25,14.9,31.22,7.05,86.86,543,488
LGVTM366,CRUZ GRABADA ORNAMENTAL,630,343.97,ARTESANIAS,LGVTM366,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,45,23,MARIA ESTHER NAVA,33 2184 5609,CG,,0873,399,55.03,50,199.5,,14.07,2.25,14.9,31.22,7.05,86.86,543,488
LGVTM367,CRUZ # 25 MADERA C/METAL PARA COLGAR,769,420.69,ARTESANIAS,LGVTM367,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,30,19.5,MARIA ESTHER NAVA,33 2184 5609,25MM,,0874,488,67.31,50,244,,16.65,2.66,17.63,36.94,8.34,106.06,663,608
LGVTM368,CRUZ MOD.101 SOLERA GRABADA DOR.MAD/CHO,339,183.62,ARTESANIAS,LGVTM368,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,MARIA ESTHER NAVA,33 2184 5609,101MGD-CH,,0875,213,29.38,50,106.5,,8.68,1.39,9.19,19.26,4.35,46.73,292,237
LGVTM369,CRUZ MOD.101 SOLERA GRABADA PLA.MAD/CHO,339,183.62,ARTESANIAS,LGVTM369,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,MARIA ESTHER NAVA,33 2184 5609,101MGP-CH,,0876,213,29.38,50,106.5,,8.68,1.39,9.19,19.26,4.35,46.73,292,237
LGVTM370,CRUZ MOD.101 SOLERA GRABADA DOR.MAD. NAT,339,183.62,ARTESANIAS,LGVTM370,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,MARIA ESTHER NAVA,33 2184 5609,101MGD,,0877,213,29.38,50,106.5,,8.68,1.39,9.19,19.26,4.35,46.73,292,237
LGVTM371,CRUZ MOD.101 SOLERA GRABADA PLA.MAD. NAT,339,183.62,ARTESANIAS,LGVTM371,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,MARIA ESTHER NAVA,33 2184 5609,101MGP,,0878,213,29.38,50,106.5,,8.68,1.39,9.19,19.26,4.35,46.73,292,237
LGVTM372,CRISTO # 10 DORADO SOLERA EN MAD. CHOCOL,359,194.83,ARTESANIAS,LGVTM372,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,MARIA ESTHER NAVA,33 2184 5609,101M-CH,,0879,226,31.17,50,113,,9.05,1.45,9.59,20.09,4.54,49.53,310,254
LGVTM373,CRISTO # 10 DORADO SOLERA EN MAD. NATURAL,359,194.83,ARTESANIAS,LGVTM373,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,MARIA ESTHER NAVA,33 2184 5609,101M,,0880,226,31.17,50,113,,9.05,1.45,9.59,20.09,4.54,49.53,310,254
LGVTM374,CRISTO # 10 DORADO SOLERA EN MAD. CHOCOL,359,194.83,ARTESANIAS,LGVTM374,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,MARIA ESTHER NAVA,33 2184 5609,102M-CH,,0881,226,31.17,50,113,,9.05,1.45,9.59,20.09,4.54,49.53,310,254
LGVTM375,CRISTO # 10 DORADO SOLERA EN MAD. NATURAL,359,194.83,ARTESANIAS,LGVTM375,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,MARIA ESTHER NAVA,33 2184 5609,102M,,0882,226,31.17,50,113,,9.05,1.45,9.59,20.09,4.54,49.53,310,254
LGVTM376,CRISTO # 25 HEXAGONAL ESPEJO  C/MADERA,866,474.14,ARTESANIAS,LGVTM376,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,MARIA ESTHER NAVA,33 2184 5609,25HREM,,0883,550,75.86,50,275,,18.45,2.95,19.53,40.93,9.24,119.44,746,691
LGVTM377,CRISTO # 25 HEXAGONAL RAYADO MAD. NATURAL,799,437.07,ARTESANIAS,LGVTM377,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,MARIA ESTHER NAVA,33 2184 5609,25HRM,,0884,507,69.93,50,253.5,,17.2,2.75,18.21,38.16,8.62,110.16,689,633
LGVTM378,CRISTO # 25 HEXAGONAL LISO MADERA NATURAL,824,450.86,ARTESANIAS,LGVTM378,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,MARIA ESTHER NAVA,33 2184 5609,25HLM,,0885,523,72.14,50,261.5,,17.67,2.83,18.7,39.19,8.85,113.61,710,655
LGVTM379,CRISTO # 22 HEXAGONAL PLATA CON MADERA,769,420.69,ARTESANIAS,LGVTM379,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,45,22,MARIA ESTHER NAVA,33 2184 5609,22HPM,,0886,488,67.31,50,244,,16.65,2.66,17.63,36.94,8.34,106.06,663,608
LGVTM380,CRISTO # 25 ESPECIAL MADERA,824,450.86,ARTESANIAS,LGVTM380,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,MARIA ESTHER NAVA,33 2184 5609,25EM,,0887,523,72.14,50,261.5,,17.67,2.83,18.7,39.19,8.85,113.61,710,655
LGVTM381,CRISTO # 18 HEXAGONAL LISO MADERA CHOCO.,480,261.21,ARTESANIAS,LGVTM381,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,20,MARIA ESTHER NAVA,33 2184 5609,18HLM-CH,,0888,303,41.79,50,151.5,,11.29,1.81,11.95,25.04,5.66,66.14,413,358
LGVTM382,CRISTO # 18 HEXAGONAL LISO MADERA NATURAL,470,256.03,ARTESANIAS,LGVTM382,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,20,MARIA ESTHER NAVA,33 2184 5609,18HLM,,0889,297,40.97,50,148.5,,11.11,1.78,11.77,24.66,5.57,64.85,405,350
LGVTM383,CRISTO # 16 DORADO ELEGANZA,389,211.21,ARTESANIAS,LGVTM383,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29,14,MARIA ESTHER NAVA,33 2184 5609,16DE,,0890,245,33.79,50,122.5,,9.61,1.54,10.17,21.31,4.81,53.63,335,280
LGVTM384,CRISTO # 16 PLATA  ELEGANZA,389,211.21,ARTESANIAS,LGVTM384,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29,14,MARIA ESTHER NAVA,33 2184 5609,16PE,,0891,245,33.79,50,122.5,,9.61,1.54,10.17,21.31,4.81,53.63,335,280
LGVTM385,CRISTO NUM 45 CRUZ MADERA,1244,682.76,ARTESANIAS,LGVTM385,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,56,23,MARIA ESTHER NAVA,33 2184 5609,45CM,,0892,792,109.24,50,396,,25.47,4.07,26.95,56.49,12.76,171.65,1073,1018
LGVTM386,CRUZ JESUS RESUCITADO GRANDE PLATA,1429,784.48,ARTESANIAS,LGVTM386,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,60,32,MARIA ESTHER NAVA,33 2184 5609,JR,,0893,910,125.52,50,455,,28.89,4.62,30.57,64.08,14.47,197.11,1232,1177
LGVTM387,CRUZ JESUS RESUCITADO GRANDE DORADO,1429,784.48,ARTESANIAS,LGVTM387,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,60,32,MARIA ESTHER NAVA,33 2184 5609,JR-D,,0894,910,125.52,50,455,,28.89,4.62,30.57,64.08,14.47,197.11,1232,1177
LGVTM388,CRISTO PASTORAL # 45 EN MADERA,1429,784.48,ARTESANIAS,LGVTM388,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,67,24,MARIA ESTHER NAVA,33 2184 5609,A-PM45,,0895,910,125.52,50,455,,28.89,4.62,30.57,64.08,14.47,197.11,1232,1177
LGVTM389,CRUZ RESACADA CON CUERPO 3/8  DORADA,561,306.03,ARTESANIAS,LGVTM389,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,38,22,MARIA ESTHER NAVA,33 2184 5609,CR-D,,0896,355,48.97,50,177.5,,12.8,2.05,13.55,28.39,6.41,77.36,484,428
LGVTM390,CRUZ RESACADA CON CUERPO 3/8 PLATA,534,291.38,ARTESANIAS,LGVTM390,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,38,22,MARIA ESTHER NAVA,33 2184 5609,CR-P,,0897,338,46.62,50,169,,12.3,1.97,13.03,27.3,6.16,73.7,461,405
LGVTM391,CRUZ RESACADA FLORES DORADA,558,304.31,ARTESANIAS,LGVTM391,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,38,22,MARIA ESTHER NAVA,33 2184 5609,CRF-D,,0898,353,48.69,50,176.5,,12.74,2.04,13.49,28.26,6.38,76.93,481,426
LGVTM392,CRUZ RESACADA FLORES PLATA,525,286.21,ARTESANIAS,LGVTM392,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,38,22,MARIA ESTHER NAVA,33 2184 5609,CRF-P,,0899,332,45.79,50,166,,12.13,1.94,12.84,26.91,6.08,72.4,453,397
LGVTM393,CRUZ PEDRERIA CON FLORES PLATA,583,318.1,ARTESANIAS,LGVTM393,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CPYF-P,,0900,369,50.9,50,184.5,,13.2,2.11,13.98,29.29,6.61,80.38,502,447
LGVTM394,CRUZ PEDRERIA CON FLORES ORO,583,318.1,ARTESANIAS,LGVTM394,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CPYF-D,,0901,369,50.9,50,184.5,,13.2,2.11,13.98,29.29,6.61,80.38,502,447
LGVTM395,CRUZ MEDALLAS DORADO,525,286.21,ARTESANIAS,LGVTM395,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMED-D,,0902,332,45.79,50,166,,12.13,1.94,12.84,26.91,6.08,72.4,453,397
LGVTM396,CRUZ MEDALLAS PLATA,525,286.21,ARTESANIAS,LGVTM396,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMED-P,,0903,332,45.79,50,166,,12.13,1.94,12.84,26.91,6.08,72.4,453,397
LGVTM397,CUERPO # 20 C/FONDO FILIGRANA PLATA,922,505.17,ARTESANIAS,LGVTM397,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,20CF-P,,0904,586,80.83,50,293,,19.49,3.12,20.63,43.25,9.76,127.21,795,740
LGVTM398,CUERPO # 20 C/FONDO FILIGRANA DORADA,980,537.07,ARTESANIAS,LGVTM398,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,20CF-D,,0905,623,85.93,50,311.5,,20.57,3.29,21.77,45.62,10.3,135.19,845,790
LGVTM399,CRUZ PADRE HIJO Y ESPIRIU SANTO DE RESINA CHICO,1293,709.48,ARTESANIAS,LGVTM399,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,4PHE,,0906,823,113.52,50,411.5,,26.37,4.22,27.9,58.49,13.21,178.34,1115,1059
LGVTM400,CRUZ PADRE HIJO Y ESPIRIU SANTO DE RESINA GRANDE,1790,983.62,ARTESANIAS,LGVTM400,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,3PHE,,0907,1141,157.38,50,570.5,,35.59,5.69,37.66,78.94,17.82,246.96,1543,1488
LGVTM401,CRUCIFIJOS,0,0,0,LGVTM401,0,0,,,0,0,,,0908,,0,0,,,2.5,,,,0,0,0,0
LGVTM402,CRISTO # 25 HEXAGONAL RAYADO ESPEJO,653,356.9,ARTESANIAS,LGVTM402,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40.5,18.5,MARIA ESTHER NAVA,33 2184 5609,25HRE,,0909,414,57.1,50,207,,14.51,2.32,15.36,32.18,7.27,90.09,563,508
LGVTM403,CRISTO # 25 HEXAGONAL RAYADO,630,343.97,ARTESANIAS,LGVTM403,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40.5,18.5,MARIA ESTHER NAVA,33 2184 5609,25HR,,0910,399,55.03,50,199.5,,14.07,2.25,14.9,31.22,7.05,86.86,543,488
LGVTM404,CRISTO # 25 HEXAGONAL LISO,666,363.79,ARTESANIAS,LGVTM404,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40.5,18.5,MARIA ESTHER NAVA,33 2184 5609,25HL,,0911,422,58.21,50,211,,14.74,2.36,15.6,32.7,7.38,91.82,574,519
LGVTM405,CRISTO # 22 HEXAGONAL PLATA,572,312.07,ARTESANIAS,LGVTM405,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,37,16.5,MARIA ESTHER NAVA,33 2184 5609,22HP,,0912,362,49.93,50,181,,13,2.08,13.76,28.84,6.51,78.87,493,438
LGVTM406,CRISTO # 18 HEXAGONAL LISO,348,188.79,ARTESANIAS,LGVTM406,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,32.5,15.5,MARIA ESTHER NAVA,33 2184 5609,18HL,,0913,219,30.21,50,109.5,,8.85,1.42,9.38,19.64,4.44,48.02,300,245
LGVTM407,CRISTO # 3/8 HEXAGONAL RAYADO,437,237.93,ARTESANIAS,LGVTM407,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,31.5,14,MARIA ESTHER NAVA,33 2184 5609,3/8HR,,0914,276,38.07,50,138,,10.5,1.68,11.12,23.31,5.26,60.32,377,322
LGVTM408,CRISTO # 3/8 HEXAGONAL LISO,447,243.1,ARTESANIAS,LGVTM408,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,31.5,14,MARIA ESTHER NAVA,33 2184 5609,3/8HL,,0915,282,38.9,50,141,,10.68,1.71,11.31,23.69,5.35,61.61,385,330
LGVTM409,CRISTO HEXAGONAL RAYADO DORADO ESPEJO,295,159.48,ARTESANIAS,LGVTM409,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,30.5,13,MARIA ESTHER NAVA,33 2184 5609,16HRE,,0916,185,25.52,50,92.5,,7.87,1.26,8.33,17.46,3.94,40.68,254,199
LGVTM410,CRISTO HEXAGONAL CON CADENA RAYADO,112,58.62,ARTESANIAS,LGVTM410,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.7,MARIA ESTHER NAVA,33 2184 5609,HCN,,0917,68,9.38,50,34,,4.47,0.72,4.74,9.93,2.24,15.44,96,41
LGVTM411,CRISTO HEXAGONAL CON CADENA LISO,123,64.66,ARTESANIAS,LGVTM411,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.7,MARIA ESTHER NAVA,33 2184 5609,HCNL,,0918,75,10.34,50,37.5,,4.68,0.75,4.96,10.38,2.34,16.95,106,51
LGVTM412,CRISTO MED. HEXAGONAL CON CADENA RAYAD,98,50.86,ARTESANIAS,LGVTM412,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,6,3.5,MARIA ESTHER NAVA,33 2184 5609,2HCN,,0919,59,8.14,50,29.5,,4.21,0.67,4.47,9.35,2.11,13.5,84,29
LGVTM413,CRISTO CHICO HEXAGONAL CON CADENA RAYAD,81,41.38,ARTESANIAS,LGVTM413,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,7,4,MARIA ESTHER NAVA,33 2184 5609,1HCN,,0920,48,6.62,50,24,,3.89,0.62,4.13,8.65,1.95,11.12,70,14
LGVTM414,CRISTO # 25 PAPAL CHAPA DE ORO,611,333.62,ARTESANIAS,LGVTM414,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,37,16,MARIA ESTHER NAVA,33 2184 5609,25PCH,,0921,387,53.38,50,193.5,,13.72,2.2,14.53,30.45,6.87,84.27,527,472
LGVTM415,CRISTO # 16 PAPAL RAYADO DORADO,236,126.72,ARTESANIAS,LGVTM415,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29.5,13,MARIA ESTHER NAVA,33 2184 5609,16PRD,,0922,147,20.28,50,73.5,,6.76,1.08,7.17,15.01,3.39,32.48,203,148
LGVTM416,CRISTO # 16 PAPAL RAYADO PLATA,218,117.24,ARTESANIAS,LGVTM416,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29.5,13,MARIA ESTHER NAVA,33 2184 5609,16PRP,,0923,136,18.76,50,68,,6.44,1.03,6.83,14.3,3.23,30.11,188,133
LGVTM417,CRISTO # 16 REDONDO PAPAL,261,140.52,ARTESANIAS,LGVTM417,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29.5,13,MARIA ESTHER NAVA,33 2184 5609,16RP,,0924,163,22.48,50,81.5,,7.23,1.16,7.66,16.04,3.62,35.94,225,169
LGVTM418,CRISTO # 3 PAPAL DORADO,90,46.55,ARTESANIAS,LGVTM418,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,13,6,MARIA ESTHER NAVA,33 2184 5609,3P-D,,0925,54,7.45,50,27,,4.07,0.65,4.31,9.03,2.04,12.42,78,22
LGVTM419,CRISTO # 3 PAPAL PLATA,81,41.38,ARTESANIAS,LGVTM419,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,13,6,MARIA ESTHER NAVA,33 2184 5609,3P,,0926,48,6.62,50,24,,3.89,0.62,4.13,8.65,1.95,11.12,70,14
LGVTM420,CRISTO # 16 DORADO RAYADO,250,134.48,ARTESANIAS,LGVTM420,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,34,12.5,MARIA ESTHER NAVA,33 2184 5609,16DR,,0927,156,21.52,50,78,,7.02,1.12,7.44,15.59,3.52,34.43,215,160
LGVTM421,CRISTO # 16 DORADO LISO,261,140.52,ARTESANIAS,LGVTM421,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,34,12.5,MARIA ESTHER NAVA,33 2184 5609,16DL,,0928,163,22.48,50,81.5,,7.23,1.16,7.66,16.04,3.62,35.94,225,169
LGVTM422,CRISTO # 16 PATINADO LISO,243,131.03,ARTESANIAS,LGVTM422,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,34,12.5,MARIA ESTHER NAVA,33 2184 5609,16PL,,0929,152,20.97,50,76,,6.91,1.11,7.32,15.33,3.46,33.56,210,155
LGVTM423,CRISTO # 16DORADO CON AUREOLA,218,117.24,ARTESANIAS,LGVTM423,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,31,11,MARIA ESTHER NAVA,33 2184 5609,16DA,,0930,136,18.76,50,68,,6.44,1.03,6.83,14.3,3.23,30.11,188,133
LGVTM424,CRISTO MINI # 16 REDONDO DORADO,93,48.28,ARTESANIAS,LGVTM424,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12,6.5,MARIA ESTHER NAVA,33 2184 5609,16MRD,,0931,56,7.72,50,28,,4.12,0.66,4.38,9.16,2.07,12.85,80,25
LGVTM425,CRISTO MINI # 16 REDONDO PLATA,90,46.55,ARTESANIAS,LGVTM425,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12,6.5,MARIA ESTHER NAVA,33 2184 5609,16MRP,,0932,54,7.45,50,27,,4.07,0.65,4.31,9.03,2.04,12.42,78,22
LGVTM426,CRISTO # 10 SOLERA DORADO,226,121.55,ARTESANIAS,LGVTM426,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,24,10,MARIA ESTHER NAVA,33 2184 5609,10SD,,0933,141,19.45,50,70.5,,6.59,1.05,6.98,14.63,3.3,31.19,195,140
LGVTM427,CRISTO # 10 SOLERA DORADO GRABADO,190,101.72,ARTESANIAS,LGVTM427,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,24,10,MARIA ESTHER NAVA,33 2184 5609,101DG,,0934,118,16.28,50,59,,5.92,0.95,6.28,13.15,2.97,26.23,164,109
LGVTM428,CRISTO # 10 SOLERA C/45,162,86.21,ARTESANIAS,LGVTM428,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,24,10,MARIA ESTHER NAVA,33 2184 5609,10S,,0935,100,13.79,50,50,,5.4,0.86,5.73,11.99,2.71,22.34,140,84
LGVTM429,CRISTO # 25 RAYADO CUADRADO DORADO,492,268.1,ARTESANIAS,LGVTM429,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,41.5,19.5,MARIA ESTHER NAVA,33 2184 5609,25CD,,0936,311,42.9,50,155.5,,11.52,1.84,12.2,25.56,5.77,67.87,424,369
LGVTM430,CRISTO # 16 RAYADO CUADRADO PLATA,261,140.52,ARTESANIAS,LGVTM430,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,32,13,MARIA ESTHER NAVA,33 2184 5609,16CP,,0937,163,22.48,50,81.5,,7.23,1.16,7.66,16.04,3.62,35.94,225,169
LGVTM431,CRISTO # 15 CUADRADO DORADO CON AUREOLA,198,106.03,ARTESANIAS,LGVTM431,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,25,11,MARIA ESTHER NAVA,33 2184 5609,15CDA,,0938,123,16.97,50,61.5,,6.07,0.97,6.43,13.47,3.04,27.31,171,115
LGVTM432,CRISTO # 16 CUADRADO RAYADO DORADO,261,140.52,ARTESANIAS,LGVTM432,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,32,13,MARIA ESTHER NAVA,33 2184 5609,16CD,,0939,163,22.48,50,81.5,,7.23,1.16,7.66,16.04,3.62,35.94,225,169
LGVTM433,CRISTO # 16 CUADRADO DORADO CUERPO PLAT,261,140.52,ARTESANIAS,LGVTM433,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,32,13,MARIA ESTHER NAVA,33 2184 5609,16CDP,,0940,163,22.48,50,81.5,,7.23,1.16,7.66,16.04,3.62,35.94,225,169
LGVTM434,CRISTO # 3/8 REDONDO RAYADO DORADO,401,218.1,ARTESANIAS,LGVTM434,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,31.5,14,MARIA ESTHER NAVA,33 2184 5609,3/8RRD,,0941,253,34.9,50,126.5,,9.84,1.57,10.42,21.83,4.93,55.36,346,291
LGVTM435,CRISTO # 3/8  REDONDO ALUMINIO,314,169.83,ARTESANIAS,LGVTM435,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,31.5,14,MARIA ESTHER NAVA,33 2184 5609,3/8RAD,,0942,197,27.17,50,98.5,,8.21,1.31,8.7,18.23,4.12,43.27,270,215
LGVTM436,CRISTO # 3/8 REDONDO LISO DORADO,408,221.55,ARTESANIAS,LGVTM436,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,31.5,14,MARIA ESTHER NAVA,33 2184 5609,3/8RLD,,0943,257,35.45,50,128.5,,9.95,1.59,10.54,22.09,4.99,56.22,351,296
LGVTM437,CRISTO # 25 REDONDO ALUMINIO,431,234.48,ARTESANIAS,LGVTM437,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,41.5,19.5,MARIA ESTHER NAVA,33 2184 5609,25RAD,,0944,272,37.52,50,136,,10.39,1.66,11,23.05,5.2,59.46,372,316
LGVTM438,CRISTO INFANTIL RAYADO DORADO,51,25,ARTESANIAS,LGVTM438,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,8,4.5,MARIA ESTHER NAVA,33 2184 5609,INFANTIL,,0945,29,4,50,14.5,,3.34,0.53,3.55,7.42,1.68,7.02,44,-11
LGVTM439,CRUZ ROSTRO DE JESUS GRANDE,118,62.07,ARTESANIAS,LGVTM439,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,16,9,MARIA ESTHER NAVA,33 2184 5609,1RJ,,0946,72,9.93,50,36,,4.59,0.73,4.87,10.19,2.3,16.3,102,47
LGVTM440,CRISTO INFANTIL RAYADO PLATA,51,25,ARTESANIAS,LGVTM440,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,8,4.5,MARIA ESTHER NAVA,33 2184 5609,INFANTIL P,,0947,29,4,50,14.5,,3.34,0.53,3.55,7.42,1.68,7.02,44,-11
LGVTM441,CRISTO # 15 DORADO RAYADO,193,103.45,ARTESANIAS,LGVTM441,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,27,10.5,MARIA ESTHER NAVA,33 2184 5609,15DR,,0948,120,16.55,50,60,,5.98,0.96,6.34,13.28,3,26.66,167,111
LGVTM442,CRISTO # 15 PATINADO RAYADO,189,100.86,ARTESANIAS,LGVTM442,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,27,10.5,MARIA ESTHER NAVA,33 2184 5609,15PR,,0949,117,16.14,50,58.5,,5.89,0.94,6.25,13.08,2.95,26.01,163,107
LGVTM443,CRISTO # 15 DORADO LISO,193,103.45,ARTESANIAS,LGVTM443,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,27,10.5,MARIA ESTHER NAVA,33 2184 5609,15DL,,0950,120,16.55,50,60,,5.98,0.96,6.34,13.28,3,26.66,167,111
LGVTM444,CRISTO # 15 PATINADO LISO,189,100.86,ARTESANIAS,LGVTM444,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,27,10.5,MARIA ESTHER NAVA,33 2184 5609,5PL,,0951,117,16.14,50,58.5,,5.89,0.94,6.25,13.08,2.95,26.01,163,107
LGVTM445,CRISTO MINI # 2 REDONDO RAYADO,76,38.79,ARTESANIAS,LGVTM445,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12.5,6,MARIA ESTHER NAVA,33 2184 5609,2MRR,,0952,45,6.21,50,22.5,,3.81,0.61,4.04,8.45,1.91,10.48,65,10
